"id";"Title";"IDGeoVille";"CodeVille";"CodePostal";"Latitude";"Longitude";"DescriptionVille";"Actif";"OrdreAffichage";"ValidationDSE";"Verrouille";"ControlePascAra";"AnomalieDetectee";"NotesDSE";"Modified";"OBJREF";"DepartementGeo";"Created";"Author";"Editor"
"27325";"Chavanne";"70147";"70147";"70400";"47.559";"6.658";"";"Oui";"27324";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:21:25";"";"";"09/10/2026 15:21:25";"";""
"27326";"Chemilly";"70148";"70148";"70360";"47.648";"6.024";"";"Oui";"27325";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:21:25";"";"";"09/10/2026 15:21:25";"";""
"27327";"Chenebier";"70149";"70149";"70400";"47.646";"6.716";"";"Oui";"27326";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:21:26";"";"";"09/10/2026 15:21:26";"";""
"27328";"Chenevrey-et-Morogne";"70150";"70150";"70150";"47.282";"5.744";"";"Oui";"27327";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:21:27";"";"";"09/10/2026 15:21:27";"";""
"27329";"Chevigney";"70151";"70151";"70140";"47.334";"5.59";"";"Oui";"27328";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:21:28";"";"";"09/10/2026 15:21:28";"";""
"27330";"Choye";"70152";"70152";"70700";"47.393";"5.76";"";"Oui";"27329";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:21:30";"";"";"09/10/2026 15:21:30";"";""
"27331";"Cintrey";"70153";"70153";"70120";"47.751";"5.756";"";"Oui";"27330";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:21:31";"";"";"09/10/2026 15:21:31";"";""
"27332";"Cirey";"70154";"70154";"70190";"47.396";"6.133";"";"Oui";"27331";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:21:32";"";"";"09/10/2026 15:21:32";"";""
"27333";"Citers";"70155";"70155";"70300";"47.742";"6.409";"";"Oui";"27332";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:21:33";"";"";"09/10/2026 15:21:33";"";""
"27334";"Citey";"70156";"70156";"70700";"47.431";"5.79";"";"Oui";"27333";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:21:33";"";"";"09/10/2026 15:21:33";"";""
"27335";"Clairegoutte";"70157";"70157";"70200";"47.664";"6.62";"";"Oui";"27334";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:21:34";"";"";"09/10/2026 15:21:34";"";""
"27336";"Clans";"70158";"70158";"70000";"47.603";"6.042";"";"Oui";"27335";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:21:35";"";"";"09/10/2026 15:21:35";"";""
"27337";"Cognières";"70159";"70159";"70230";"47.493";"6.29";"";"Oui";"27336";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:21:36";"";"";"09/10/2026 15:21:36";"";""
"27338";"Coisevaux";"70160";"70160";"70400";"47.581";"6.706";"";"Oui";"27337";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:21:37";"";"";"09/10/2026 15:21:37";"";""
"27339";"Colombe-lès-Vesoul";"70162";"70162";"70000";"47.612";"6.215";"";"Oui";"27338";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:21:38";"";"";"09/10/2026 15:21:38";"";""
"27340";"Colombier";"70163";"70163";"70000";"47.664";"6.209";"";"Oui";"27339";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:21:38";"";"";"09/10/2026 15:21:38";"";""
"27341";"Colombotte";"70164";"70164";"70240";"47.661";"6.283";"";"Oui";"27340";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:21:39";"";"";"09/10/2026 15:21:39";"";""
"27342";"Combeaufontaine";"70165";"70165";"70120";"47.71";"5.891";"";"Oui";"27341";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:21:41";"";"";"09/10/2026 15:21:41";"";""
"27343";"Comberjon";"70166";"70166";"70000";"47.648";"6.2";"";"Oui";"27342";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:21:41";"";"";"09/10/2026 15:21:41";"";""
"27344";"Conflandey";"70167";"70167";"70170";"47.73";"6.046";"";"Oui";"27343";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:21:42";"";"";"09/10/2026 15:21:42";"";""
"27345";"Conflans-sur-Lanterne";"70168";"70168";"70800";"47.815";"6.208";"";"Oui";"27344";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:21:42";"";"";"09/10/2026 15:21:42";"";""
"27346";"Confracourt";"70169";"70169";"70120";"47.666";"5.876";"";"Oui";"27345";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:21:43";"";"";"09/10/2026 15:21:43";"";""
"27347";"Contréglise";"70170";"70170";"70160";"47.825";"6.036";"";"Oui";"27346";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:21:44";"";"";"09/10/2026 15:21:44";"";""
"27348";"Corbenay";"70171";"70171";"70320";"47.891";"6.326";"";"Oui";"27347";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:21:45";"";"";"09/10/2026 15:21:45";"";""
"27349";"La Corbière";"70172";"70172";"70300";"47.793";"6.491";"";"Oui";"27348";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:21:45";"";"";"09/10/2026 15:21:45";"";""
"27350";"Cordonnet";"70174";"70174";"70190";"47.417";"5.972";"";"Oui";"27349";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:21:46";"";"";"09/10/2026 15:21:46";"";""
"27351";"Cornot";"70175";"70175";"70120";"47.693";"5.834";"";"Oui";"27350";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:21:47";"";"";"09/10/2026 15:21:47";"";""
"27352";"Corravillers";"70176";"70176";"70310";"47.894";"6.621";"";"Oui";"27351";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:21:48";"";"";"09/10/2026 15:21:48";"";""
"27353";"Corre";"70177";"70177";"70500";"47.918";"5.994";"";"Oui";"27352";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:21:49";"";"";"09/10/2026 15:21:49";"";""
"27354";"La Côte";"70178";"70178";"70200";"47.687";"6.571";"";"Oui";"27353";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:21:50";"";"";"09/10/2026 15:21:50";"";""
"27355";"Coulevon";"70179";"70179";"70000";"47.644";"6.183";"";"Oui";"27354";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:21:50";"";"";"09/10/2026 15:21:50";"";""
"27356";"Courchaton";"70180";"70180";"70110";"47.517";"6.541";"";"Oui";"27355";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:21:51";"";"";"09/10/2026 15:21:51";"";""
"27357";"Courcuire";"70181";"70181";"70150";"47.341";"5.824";"";"Oui";"27356";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:21:52";"";"";"09/10/2026 15:21:52";"";""
"27358";"Courmont";"70182";"70182";"70400";"47.613";"6.628";"";"Oui";"27357";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:21:53";"";"";"09/10/2026 15:21:53";"";""
"27359";"Courtesoult-et-Gatey";"70183";"70183";"70600";"47.618";"5.62";"";"Oui";"27358";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:21:54";"";"";"09/10/2026 15:21:54";"";""
"27360";"Couthenans";"70184";"70184";"70400";"47.589";"6.727";"";"Oui";"27359";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:21:54";"";"";"09/10/2026 15:21:54";"";""
"27361";"Cresancey";"70185";"70185";"70100";"47.392";"5.654";"";"Oui";"27360";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:21:55";"";"";"09/10/2026 15:21:55";"";""
"27362";"La Creuse";"70186";"70186";"70240";"47.675";"6.346";"";"Oui";"27361";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:21:56";"";"";"09/10/2026 15:21:56";"";""
"27363";"Crevans-et-la-Chapelle-lès-Granges";"70187";"70187";"70400";"47.552";"6.584";"";"Oui";"27362";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:21:57";"";"";"09/10/2026 15:21:57";"";""
"27364";"Creveney";"70188";"70188";"70240";"47.685";"6.292";"";"Oui";"27363";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:21:58";"";"";"09/10/2026 15:21:58";"";""
"27365";"Cromary";"70189";"70189";"70190";"47.362";"6.077";"";"Oui";"27364";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:21:59";"";"";"09/10/2026 15:21:59";"";""
"27366";"Cubry-lès-Faverney";"70190";"70190";"70160";"47.81";"6.128";"";"Oui";"27365";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:21:59";"";"";"09/10/2026 15:21:59";"";""
"27367";"Cugney";"70192";"70192";"70700";"47.366";"5.72";"";"Oui";"27366";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:22:00";"";"";"09/10/2026 15:22:00";"";""
"27368";"Cult";"70193";"70193";"70150";"47.312";"5.736";"";"Oui";"27367";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:22:01";"";"";"09/10/2026 15:22:01";"";""
"27369";"Cuve";"70194";"70194";"70800";"47.902";"6.222";"";"Oui";"27368";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:22:02";"";"";"09/10/2026 15:22:02";"";""
"27370";"Dambenoît-lès-Colombe";"70195";"70195";"70200";"47.724";"6.383";"";"Oui";"27369";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:22:03";"";"";"09/10/2026 15:22:03";"";""
"27371";"Dampierre-lès-Conflans";"70196";"70196";"70800";"47.848";"6.185";"";"Oui";"27370";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:22:03";"";"";"09/10/2026 15:22:03";"";""
"27372";"Dampierre-sur-Linotte";"70197";"70197";"70230";"47.512";"6.232";"";"Oui";"27371";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:22:04";"";"";"09/10/2026 15:22:04";"";""
"27373";"Dampierre-sur-Salon";"70198";"70198";"70180";"47.556";"5.678";"";"Oui";"27372";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:22:05";"";"";"09/10/2026 15:22:05";"";""
"27374";"Dampvalley-lès-Colombe";"70199";"70199";"70000";"47.629";"6.247";"";"Oui";"27373";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:22:06";"";"";"09/10/2026 15:22:06";"";""
"27375";"Dampvalley-Saint-Pancras";"70200";"70200";"70210";"47.909";"6.197";"";"Oui";"27374";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:22:07";"";"";"09/10/2026 15:22:07";"";""
"27376";"Delain";"70201";"70201";"70180";"47.576";"5.636";"";"Oui";"27375";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:22:07";"";"";"09/10/2026 15:22:07";"";""
"27377";"Demangevelle";"70202";"70202";"70210";"47.927";"6.035";"";"Oui";"27376";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:22:08";"";"";"09/10/2026 15:22:08";"";""
"27378";"La Demie";"70203";"70203";"70000";"47.586";"6.175";"";"Oui";"27377";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:22:09";"";"";"09/10/2026 15:22:09";"";""
"27379";"Denèvre";"70204";"70204";"70180";"47.568";"5.644";"";"Oui";"27378";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:22:10";"";"";"09/10/2026 15:22:10";"";""
"27380";"Échavanne";"70205";"70205";"70400";"47.658";"6.733";"";"Oui";"27379";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:22:10";"";"";"09/10/2026 15:22:10";"";""
"27381";"Échenans-sous-Mont-Vaudois";"70206";"70206";"70400";"47.604";"6.772";"";"Oui";"27380";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:22:11";"";"";"09/10/2026 15:22:11";"";""
"27382";"Échenoz-la-Méline";"70207";"70207";"70000";"47.601";"6.138";"";"Oui";"27381";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:22:12";"";"";"09/10/2026 15:22:12";"";""
"27383";"Échenoz-le-Sec";"70208";"70208";"70000";"47.54";"6.12";"";"Oui";"27382";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:22:13";"";"";"09/10/2026 15:22:13";"";""
"27384";"Écromagny";"70210";"70210";"70270";"47.793";"6.563";"";"Oui";"27383";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:22:14";"";"";"09/10/2026 15:22:14";"";""
"27385";"Écuelle";"70211";"70211";"70600";"47.55";"5.55";"";"Oui";"27384";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:22:14";"";"";"09/10/2026 15:22:14";"";""
"27386";"Éhuns";"70213";"70213";"70300";"47.773";"6.313";"";"Oui";"27385";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:22:15";"";"";"09/10/2026 15:22:15";"";""
"27387";"Équevilley";"70214";"70214";"70160";"47.769";"6.183";"";"Oui";"27386";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:22:16";"";"";"09/10/2026 15:22:16";"";""
"27388";"Errevet";"70215";"70215";"70400";"47.684";"6.777";"";"Oui";"27387";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:22:17";"";"";"09/10/2026 15:22:17";"";""
"27389";"Esboz-Brest";"70216";"70216";"70300";"47.806";"6.449";"";"Oui";"27388";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:22:17";"";"";"09/10/2026 15:22:17";"";""
"27390";"Esmoulières";"70217";"70217";"70310";"47.853";"6.616";"";"Oui";"27389";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:22:18";"";"";"09/10/2026 15:22:18";"";""
"27391";"Esmoulins";"70218";"70218";"70100";"47.404";"5.568";"";"Oui";"27390";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:22:19";"";"";"09/10/2026 15:22:19";"";""
"27392";"Esprels";"70219";"70219";"70110";"47.535";"6.373";"";"Oui";"27391";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:22:20";"";"";"09/10/2026 15:22:20";"";""
"27393";"Essertenne-et-Cecey";"70220";"70220";"70100";"47.399";"5.476";"";"Oui";"27392";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:22:20";"";"";"09/10/2026 15:22:20";"";""
"27394";"Étobon";"70221";"70221";"70400";"47.643";"6.675";"";"Oui";"27393";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:22:21";"";"";"09/10/2026 15:22:21";"";""
"27395";"Étrelles-et-la-Montbleuse";"70222";"70222";"70700";"47.46";"5.862";"";"Oui";"27394";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:22:23";"";"";"09/10/2026 15:22:23";"";""
"27396";"Étuz";"70224";"70224";"70150";"47.35";"5.939";"";"Oui";"27395";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:22:23";"";"";"09/10/2026 15:22:23";"";""
"27397";"Fahy-lès-Autrey";"70225";"70225";"70100";"47.512";"5.481";"";"Oui";"27396";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:22:24";"";"";"09/10/2026 15:22:24";"";""
"27398";"Fallon";"70226";"70226";"70110";"47.508";"6.482";"";"Oui";"27397";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:22:24";"";"";"09/10/2026 15:22:24";"";""
"27399";"Faucogney-et-la-Mer";"70227";"70227";"70310";"47.842";"6.564";"";"Oui";"27398";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:22:25";"";"";"09/10/2026 15:22:25";"";""
"27400";"Faverney";"70228";"70228";"70160";"47.768";"6.105";"";"Oui";"27399";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:22:26";"";"";"09/10/2026 15:22:26";"";""
"27401";"Faymont";"70229";"70229";"70200";"47.608";"6.591";"";"Oui";"27400";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:22:27";"";"";"09/10/2026 15:22:27";"";""
"27402";"Fédry";"70230";"70230";"70120";"47.616";"5.879";"";"Oui";"27401";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:22:27";"";"";"09/10/2026 15:22:27";"";""
"27403";"Ferrières-lès-Ray";"70231";"70231";"70130";"47.58";"5.804";"";"Oui";"27402";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:22:28";"";"";"09/10/2026 15:22:28";"";""
"27404";"Ferrières-lès-Scey";"70232";"70232";"70360";"47.656";"6.004";"";"Oui";"27403";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:22:29";"";"";"09/10/2026 15:22:29";"";""
"27405";"Les Fessey";"70233";"70233";"70310";"47.819";"6.517";"";"Oui";"27404";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:22:30";"";"";"09/10/2026 15:22:30";"";""
"27406";"Filain";"70234";"70234";"70230";"47.521";"6.18";"";"Oui";"27405";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:22:30";"";"";"09/10/2026 15:22:30";"";""
"27407";"Flagy";"70235";"70235";"70000";"47.699";"6.189";"";"Oui";"27406";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:22:31";"";"";"09/10/2026 15:22:31";"";""
"27408";"Fleurey-lès-Faverney";"70236";"70236";"70160";"47.746";"6.083";"";"Oui";"27407";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:22:33";"";"";"09/10/2026 15:22:33";"";""
"27409";"Fleurey-lès-Lavoncourt";"70237";"70237";"70120";"47.658";"5.784";"";"Oui";"27408";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:22:33";"";"";"09/10/2026 15:22:33";"";""
"27410";"Fleurey-lès-Saint-Loup";"70238";"70238";"70800";"47.916";"6.293";"";"Oui";"27409";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:22:34";"";"";"09/10/2026 15:22:34";"";""
"27411";"Fondremand";"70239";"70239";"70190";"47.475";"6.026";"";"Oui";"27410";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:22:34";"";"";"09/10/2026 15:22:34";"";""
"27412";"Fontaine-lès-Luxeuil";"70240";"70240";"70800";"47.857";"6.334";"";"Oui";"27411";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:22:35";"";"";"09/10/2026 15:22:35";"";""
"27413";"Fontenois-la-Ville";"70242";"70242";"70210";"47.932";"6.165";"";"Oui";"27412";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:22:36";"";"";"09/10/2026 15:22:36";"";""
"27414";"Fontenois-lès-Montbozon";"70243";"70243";"70230";"47.485";"6.236";"";"Oui";"27413";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:22:37";"";"";"09/10/2026 15:22:37";"";""
"27415";"Fouchécourt";"70244";"70244";"70160";"47.789";"5.995";"";"Oui";"27414";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:22:37";"";"";"09/10/2026 15:22:37";"";""
"27416";"Fougerolles-Saint-Valbert";"70245";"70245";"70220";"47.886";"6.405";"";"Oui";"27415";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:22:38";"";"";"09/10/2026 15:22:38";"";""
"27417";"Fouvent-Saint-Andoche";"70247";"70247";"70600";"47.645";"5.67";"";"Oui";"27416";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:22:40";"";"";"09/10/2026 15:22:40";"";""
"27418";"Frahier-et-Chatebier";"70248";"70248";"70400";"47.66";"6.744";"";"Oui";"27417";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:22:40";"";"";"09/10/2026 15:22:40";"";""
"27419";"Francalmont";"70249";"70249";"70800";"47.838";"6.267";"";"Oui";"27418";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:22:40";"";"";"09/10/2026 15:22:40";"";""
"27420";"Franchevelle";"70250";"70250";"70200";"47.741";"6.46";"";"Oui";"27419";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:22:41";"";"";"09/10/2026 15:22:41";"";""
"27421";"Francourt";"70251";"70251";"70180";"47.652";"5.744";"";"Oui";"27420";"Non";"Non";"Non";"Non";"Import GEO-communes-france-2026.csv; Operation IMPORT-GEO-VILLES-20260910-110750";"09/10/2026 15:22:43";"";"";"09/10/2026 15:22:43";"";""
